Video Time,Commenter,Time,Comment
,Ruhul Amin,,জাতীয় শ্লোগান জয় বাংলা বলে জাতির উদ্দেশ্যে দেওয়া ভাষণ শেষ করবেন। না হলে বুঝব আপনি বাঙালি জাতীয়তাবাদের বিরুদ্ধে রাজাকারের দোসর।
,Jason Abid,,এই সরকারের এই কয়দিনে জনগণ কি পেয়েছে সেটা বলেন
,alamgir mix sohel,,আসিফ নজরুলের পদত্যাগ চাই।
,Sakib blog 1010 barishal gamar,,kook
,Nafis Mustahsin,,আওয়ামী লীগের দোসরদের পদত্যাগ চাই
,Razzak Miah,,জামাত ইসলাম ইনশাআল্লাহ
,Md.jewel Rana,,৩৫
,In front of Lina,,আল্লাহ হেফাজত করুন
,Neon Chowdhury,,কাচা বাজারের খবর বলেন..!
,I like Bread,,khuni hasinar fashi cai
,it's Farhan,,সংস্কার
,Ruji Akter,,আসিফ নজরুল স্যারকে সাবধানে কথাবার্তা বলতে বলুন।
,Setu islam,,জয় বাংলা জয় বঙ্গবন্ধু
,আল-আমীন,,হাত পাখা মার্কায় ভোট দিন
,Everything of Islam,,"""_𝐀𝐋𝐇𝐀𝐌𝐃𝐔𝐋𝐈𝐋𝐋𝐀𝐇"""
,Abdul Ukil,,ইসলামী ছাত্রশিবির জিন্দাবাদ
,আমার দেশ 24,,আসিফ মাহতাব কে উপদেষ্টা পদে দেখতে চাই
,"Europe Romania Information, 🇷🇴",,ইউরোপ এর এম্বাসী বাংলাদেশে চাই
,লন্ডন এক্সপ্রেস,,
,Mr wist,,জামাতে ইসলাম
,Habibur Rahman,,আওয়ামী লীগ বিএনপি একই মুদ্রার এপিট ওপিট। আগামী দিনে ইসলামী আন্দোলনের নেতৃত্বে ইসলামী জোটকে ক্ষমতায় দেখতে চাই
,Rifat Alam,,good
,Alamin Vlogs 6.9,,ইন্ডিয়া বিদেশে যায় ৩০-৪০ হাজার দিয়ে আর আমরা যাই ৫-৬ লাখ টাকা দিয়ে এটার প্রতি নজর দিবেন আশা করি
,Muklisur Rahman,,alhamdulillah
,SA SABBIR,,মুখস্ত বিদ্যা
,Noore Alam,,এই ভাষন মাহফুজ লেখছে মনে হয়।
,Faysal Shikari,,মালোশিয়া নিয়ে কি করলেন
,Nirjhor Hasan,,cakri passi na. R bose vason dissen
,Saiful Sarker,,বাংলাদেশ জামাতে ইসলামী জিন্দাবাদ
,Ismail Khan,,"জামাত ইসলাম জিন্দাবাদ জামাত ইসলাম জিন্দাবাদ জামাত ইসলাম জিন্দাবাদ জামাত ইসলাম জিন্দাবাদ জামাত ইসলাম জিন্দাবাদ,"
,Badhon hossain badhon hossain,,ওকে স্যার ধন্যবাদ আপনাকে অনেক
,Sadak Saffiullah,,কুমিল্লা বিভাগ চাই
,Shadman Shahriar Dhruba,,
,FARZANA ALIZA,,"Sir,আপনার সু স্বাস্থ্য ও দীর্ঘ কর্মময় জীবনের জন্য অনেক দোয়া,শ্রদ্ধা ও ভালবাসা রইল অবিরাম"
,Rume Barua,,তোর যত সময় লাগে নেয় তবুও সংস্কার চাই। প্রয়োজনে ২০ বছরের জন্য থাকো।
,Nasrin Akter,,দ্রব্যমূল্যের দাম কমান চাদাবাজি দূর করুন। আমরা অতিষ্ঠ হয়ে গেছি দ্রব্যমূল্য জন্য দামের জন্য।
,A Mxaudiopk,,পিনাকীদা কে উপদেষ্টা হিসেবে নিলে কেমন হয়?
,Multimedia Tutorials,,ফাকা বুলি
,আল-আমীন,,ইসলামী আন্দোলন বাংলাদেশের যোগ দিন
,MD Tufan ইসলাম,,
,Ayman Rahat,,জামায়াতের ইসলাম
,Md jahir Sikdar,,দ্রব্যমূল্য নিয়ন্ত্রণ করুন
,foyzunnoor,,আসিফ মাহতাবকে উপদেষ্টা হিসাবে দেখতে চাই
,it's Farhan,,আগে সংস্কার
,Ms Mahfuza,,সার আমরা কোন দল চাই না। আমরা আমাদের অধিকার ঠিক থাকুক এটাই চাই
,Raisul Hoque Rabbee,,এখানে অনেক আওয়ামী লীগ পার্টি আছে তাদের মনে জ্বালা অন্তরে জ্বালা পশ্চাদদেশে জ্বালা ১৭ বছরের লুট বন্ধ হয়ে গেছে তার জ্বালা
,JAHIR ABEDIN FAHAD,,ok
,Rasel Ahmed,,দাম কমান মানুষ বাঁচান
,Ksl Gaming,,বাটপাড় Number 1
,Islamic Topic,,ফারুকী কে উপদেষ্টা থেকে ঝাড়ু দিয়ে বিদায় করেন ফারুকী কে উপদেষ্টা থেকে ঝাড়ু দিয়ে বিদায় করেন ফারুকী কে উপদেষ্টা থেকে ঝাড়ু দিয়ে বিদায় করেন ফারুকী কে উপদেষ্টা থেকে ঝাড়ু দিয়ে বিদায় করেন
,MD Nayon,,লেখা দেখে বলা লাগে না। নোবেল বিজয়ী
,Ramzanul Quadar Billah,,"আপনার সরকার, আরো পাচ বছর দরকার।"
,সহজ সমাধান (সুন্দর জীবন),,আল্লাহ আপনাকে উত্তম প্রতিদান দিন। আমিন
,Iris Ali,,very good
,প্রাবাসী টাইম,,দ্রব্যমূলের উপর কিছু নজর দেন
,eva jahan,,পিনাকী ভট্টাচার্য চাচাকে উপদেষ্টা হিসাবে চাইপিনাকী ভট্টাচার্য চাচাকে উপদেষ্টা হিসাবে চাইপিনাকী ভট্টাচার্য চাচাকে উপদেষ্টা হিসাব চাই
,আল-আমীন,,ইসলামী যুব আন্দোলন বাংলাদেশের জন্মদিন
,Melodist Rasel Amin,,জাতি সংস্কার চাই আর চোরেরা নির্বাচন চাই!
,Md. Rayhan Shorif,,আপনি দেশের কল্যাণের জন্য মিনিমাম ৫ বছর থাকতে হবে। নির্বাচন দিলে যে দেশের কল্যাণ হবে তা কিন্তু নয়। আমরা এখন কোনো নির্বাচন চাইনা। আমরা দেশের উন্নয়ন ও সংস্কার চাই। আপনি দয়া করে ৫ বছর আগে কোনো নির্বাচন নয়
,Raja,,ফারুকী অপসারণ চাই
,se ma,,hasinar bicar sai
,Md Daniat,,বাংলাদেশ এখন শেখ হাসিনা কে ছায়
,Jason Abid,,একমাত্র প্রতিহিংসা ছাড়া এই সরকার তিন মাসে কিছুই করেনি
,"Europe Romania Information, 🇷🇴",,রোমানিয়া এম্বাসী বাংলাদেশে চাই
